Gouvernorat,Price,rooms,Localisation,Description
Tunis,280000.0,3.0,Cite Mohamed Ali,"à vendre un appartement s+3 au reez de chaussè d une residence bien garde à cite carthage- mouhamed ali. compose dune salon spacieuse, trois chambres à couchèes, une cuisine bien installè aves les elements de rangement plaque,haute..) et une sale de bain. lappartement est installè par le chauffage central et les climatiseurs. une disponibilitè de place de parking au sous sol. titre individuelle. pour plus d informations merci de contacter notre agent en immobilier 53026545."
Tunis,180000.0,3.0,El Medina,"à vendre un appartement s2 situé à tunis centre villel'appartement occupe le réez de chaussée d'une résidence et à proximité de toutes les nécessités transport, magasin, écoles, collège et lycéeprix de vente : 180 000 dt.contacter le 22 96 26 29 tel et whatsapp"
Tunis,90000.0,2.0,El Medina,à vendre un appartement s1 situé à tunis centre ville.l'appartement occupe le 2 ème étage d'une résidence r+2.son emplacement est résidentiel et intéressant soit comme habitation ou investissement.prix de vente : 90 000 dt.contacter le 22 96 26 29 tel et whatsapp
Tunis,150000.0,3.0,Le Bardo,a vendre appartement s+2 cui sdb balcon residence garde
Ariana,180000.0,2.0,Riadh Landlous,a vendre riadh andalous studio s+1 cui sdouche +place parking sous sol residence garde
Tunis,1000000.0,2.0,Gammart,"la croisette immobilière tunisie vous propose à la vente un duplex s+2 occupant le premier étage d'une résidence gardée à gammarth supérieur.ce dernier est composé comme suit :au rez-de-chaussée : un salon, une cuisine ouverte aménagée et équipée et une salle d'eau avec douche.a l'étage : deux chambres à coucher dont une avec terrasse et une salle de bain.le duplex est équipé du chauffage central et de climatiseurs."
Ariana,405000.0,3.0,La Soukra,"agence immobilière le carré 9 vous propose à la vente un appartement s+2 direct promoteur dune superficie 93m² avec un jardin privatif de 100m² situé au rdc dune résidence gardée et sécurisée à la nouvelle soukra.lappartement contient un salon avec un balcon qui donne sur le jardin, une cuisine équipée avec un séchoir, une salle de bain commune, une chambre à coucher et suite parentale avec sa salle de douche et un petit balcon.lappartement est doté du chauffage central et de la climatisation en split dans toutes les pièces.place de parking au sous-sol est disponible à 18000dt.il reste encore deux appartements de différentes superficies :1) 126m² bâti avec un jardin de 100m² à 500 mdtpour plus d'informations veuillez nous contacter au 28.177.388 ou 23.219.610"
Tunis,300000.0,4.0,Ain Zaghouan,a vendre appartement type s+3 dans une residence gardee et clotureecoompose de 3 chambes .salon . cuisine et sechoir1 salle de bain et une salle d eauchauffage central et parkingdouble ascenseur
Tunis,848000.0,1.0,Jardins de Carthage,vous cherchez un appartement s3 neuf dans une petite résidence a vendre au jardin de carthage ? venez visiter et faire l?état deslieux de cette grand appartement au premiere positions au jardin de carthagese compose de- pièce de vie-  cuisine aménagée et équipée- salle d?eau/ wc séparé- suite parentale- deux chambres à coucher avec dressings- deux places de parking sous-sol / cellier 3 pieces.
Tunis,785000.0,3.0,Jardins de Carthage,"clé d'or immobilier vous proposeun luxueux appart s3 jamais habité au 3ème étage situé dans une résidence bien gardée aux jardins de carthage. a l'entrée, on trouve un spacieux salon avec un dressing et un balcon, une cuisine équipée avec séchoir, une salle d'eau pour les invités, une suite parentale, 2 chambres à coucher avec dressing et une salle de bain commune. a l'extérieur, on a une place de parking au sous-sol à 20md. pour tous renseignements, veuillez nous appeler sur le 98191092"
Tunis,310000.0,3.0,El Aouina,"fb.5192contacter notre conseiller en immobilière au 51004658 / 56096179 / 70727279a vendre un appartement s+3 en bon état au 2ème étage avec double ascenseurs dans une résidence bien gardée et sécurisée à cité el wahat à proximité toutes les commodités. il se compose dun salon avec un balcon, cuisine bien équipée avec les éléments (plaque, hotte, four) plus un séchoir, 3 chambres à coucher avec des dressings, salle de bain plus salle deau. lappartement est installé dun chauffage centrale et climatisation plus deux places de parking sous sol et un cellier .agence immobilière ari."
Tunis,350000.0,2.0,El Aouina,"fb.6184contacter notre conseillère en immobilière au 51004658 / 56096179 / 70727279.a vendre un appartement s+2 hts neuf au 4éme étage à cité wahat, il se compose d un salon avec balcon, une cuisine bien équipée avec séchoir, salle de bain plus 2 chambres à coucher avec dressings. lappartement est installé dun chauffage central et climatisation.prix y compris une place parking sous sol.nb : enregisterement 1% direct promoteur .agence immobilière ari."
Tunis,250000.0,3.0,El Aouina,fb.7346a vendre un appartement s2 jamais habité au 6éme étage avec double ascenseur à cité wahat dans une résidence gardé et sécurisé proche de toute commodité. il se composedeux chambresplacard au couloirsalonsalle de douchekitchenette bien équipée avec plaque hotte four plus un séchoir.chauffage centralnb enregistrementnb: enregistrement 1%contacter notre agent en immobilier au 56306032 / 56096179/ 70727279.
Tunis,320000.0,2.0,Jardins de Carthage,"gold carthage immobilière met à votre disposition pour la venteune opportunité d'investissement concernant un appartements+1 situé aux jardins de carthage dans une résidence sécurisée.cet appartement fait 72m² avec la partie commune, il est composéd'un salon avec balcon, une cuisine indépendante, une chambre à coucher,une salle d'eau avec cabine de douche aussi bien qu'uneplace de parking en sous-sol.l'appartement est bien entretenu, il est loué actuellement à 1700d/moisles papiers sont en règles (titre foncier).prix=320md"
Tunis,255000.0,3.0,El Aouina,fb.7299a vendre un appartement s2 jamais habité àu 2 éme étage avec double ascenseur à cité wahat dans une résidence gardé et sécurisé proche de toute commodité. il se composedeux chambresplacard au couloirsalonsalle de douchekitchenette bien équipée avec plaque hotte four plus un séchoir.chauffage centralnb enregistrement 1%contacter notre agent en immobilier au 56306032 / 56096179 / 70727279.
Tunis,246000.0,3.0,El Aouina,fb.7346a vendre un appartement s2 jamais habité au 1ére étage avec double ascenseur à cité wahat dans une résidence gardé et sécurisé proche de toute commodité. il se composedeux chambresplacard au couloirsalonsalle de douchekitchenette bien équipée avec plaque hotte four plus un séchoir.chauffage centralnbenregistrement 1%paiement cachecontacter notre agent en immobilier au 56306032/ 56096179 / 70727279.
Tunis,780000.0,2.0,Gammart,"vous êtes à la recherche dun logement haut standing non meublé à louer à gammarth ? arcane immobilière, votre agence immobilière à tunis, vous propose en exclusivité un bel appartement de type s+2.situé au rdc dans une résidence sécurisée, cet appartement à louer vide comprend :un salonune cuisine équipéedeux suitesune salle deausystème de chauffage/ climatisation central et production d'eau chaudeun jardinune place de parkingnhésitez pas à prendre rendez-vous pour visiter ce logement vide et faire létat des lieux."
Ariana,415000.0,3.0,El Menzah 5,"en exclusivité.a vendre un appartement s+2 comme neuf (vide) à el menzah 5.a vendre un appartement d'exception s+2 (vide) comme neuf à el menzah5 , dans un quartier calme et sécurisé lappartement se situe au 2éme étage d'un immeuble doté d'un ascenceur,d'une superficie de 140m2 ,il est composé d'un salon avec baie vitré avec balcon, d'une cuisine équipée (plaque, hotte, four) avec balcon ,2 chambres à coucher dont une suite avec une salle d'eau douche et dressing, l'appartement dispose du chauffage central, de la climatisation centrale, d'un visiophone et de l'alarme.prix : 415 md.pour plus de renseignement appelez au 52 37 45 36."
Tunis,249000.0,2.0,El Menzah 9,"en exclusivité .a vendre appartement s+1 (vide) luxueux à el menzah 9c.a vendre un appartement luxueux s+1(vide) , dans une résidence de très haut standing avec piscine et salle de sport, d'une surface de 66.7 m²,composé d'un salon donnant sur un balcon ,d'une petite cuisine à part équipée (plaque, hotte, four) , d'une salle d'eau douche ,1 chambre à coucher,l'appartement est doté du chauffage centrale et de climatiseurs à split,  une place de parking sous sol est à disposition . abonnement salle de sport et accès piscine compris.prix : 249 md.pour plus de renseignement appelez au 52 37 45 36 ."
Tunis,412000.0,3.0,Ain Zaghouan,"cité les palmeraiesà vendre appartement s+2 neuf jamais habité, résidence luxueuse avec double ascenseur.superficie 128.88m²l'appartement est composé d'un salon salle à manger, une cuisine équipée, une salle de bain, une chambre à coucher et une suite parentale.prix 412 000 d ttccontactez re/max welcome, la soukra ramzi trabelsi 29 206 480"
Tunis,260000.0,2.0,Le Bardo,"la méditerranée immobilière bardo vous propose à la vente un appartement s+2 situé au rez de chaussée dans une résidence sécurisée au bardo. cet appartement dispose d'un salon spacieux avec une porte fenêtre ouverte sur un balcon. une cuisine équipée et aménagée par une plaque chauffante, un four électrique, une hotte aspirante et des éléments de rangements. elle est complétée par un séchoir. deux chambres à coucher ainsi qu'une salle de bain commune. chauffage central et climatisation en split ainsi qu'une place de parking au sous sol et un cellier."
Ariana,630000.0,4.0,Chotrana 1,des appartements neufs modernes situés dans une résidence r+2 de haut standing implantée à chotrana i à proximité de laéroport et tous services.s+3 de 150 m² allant à 166 m² à partir de 630.000 dt ttc y compris 2 places parking sous-solduplex de 190m² allant à 212m² a partir de 845.000 dt y compris 2 places parking sous-solvisite 54010782
Tunis,450000.0,3.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s+2 direct promoteur dune superficie de 132m² situé au 2éme étage dune prestigieuse résidence avec double ascenseur à ain zaghouan.la partie jour se compose dun grand salon qui donne sur un balcon, une cuisine agencée et équipée par (plaque, hotte aspirante et four) avec un séchoir et une salle deau invités.la partie nuit abrite une suite parentale avec sa propre salle de douche, une chambre à coucher et une salle de bain commune.lappartement est équipé du chauffage central, de la climatisation en split ainsi des dressings dans toutes les pièces et au couloir.pour plus de commodités et de luxe la résidence contient une salle de sport, espaces loisirs et abattoir.il existe aussi dautres s+2 du 3éme au 6éme étage avec la même superficie.appartements intelligents par excellence grâce à la technologie smart home en option.une place de parking au sous-sol  est disponible à 23000dt.remise des clefs mars 2025.pour plus d'informations veuillez nous contacter au 28177388 ou 23219610."
Ariana,495000.0,4.0,Chotrana 1,"un spacieux appartement 3 d'une superficie 157m2 situé dans une petite résidence r+2 gardée et sécurisée à chotrana i-soukra.lappartement se compose comme suit :-un salon avec balcon-un dressing au hall-une cuisine aménagée et équipée (plaque, hotte et four) avec séchoir-une suite parentale avec salle de douche-deux chambres à coucher avec dressing-une salle de bain commune-une place parking au sous-sol est disponible- l'appartement est seul sue le palier.si vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Tunis,400000.0,2.0,Jardins de Carthage,"darcom tunisia met un joli appartement s1 neuf de 70 m² situé dans une petite résidence r4 offrant un cadre de vie agréable et de prestations de qualité qui vous font la vie belle :une salle de sportune piscine collectiveun club houseaire de jeux pour enfantslappartement se compose dun salon avec balcon, une cuisine séparée aménagée et équipée, une salle deau dinvités et une suite avec dressing et une salle de douche.-chauffage au sol, climatisation centrale, switcher informatique/alarme anti intrusion et vidéophone sont installés.place de parking sous-sol : 30.000 dt ttcsi vous souhaitez visiter le bien, nhésitez pas à nous contacter54010782"
Tunis,770000.0,4.0,Jardins de Carthage,"darcom tunisia vous propose un bel appartement s+3 dune superficie de 225 m², situé au 3ème étage dune résidence gardée et sécurisée aux jardins de carthage.l'appartement se compose comme suit :la partie jour se compose dun salon lumineux ouvrant sur une belle terrasse, une cuisine aménagée et équipée (hotte, plaque, four) avec séchoir , double dressings au hall, une salle deau dinvités avec douche ainsi quune chambre de service.la partie nuit se compose dune suite parentale avec salle de bain, balcon et dressings et de deux chambresà coucher chacune avec dressing et qui se partagent une salle de bain.-une place parking sous-sol est à disposition-système central (climatisation, chauffage) installési vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Ariana,396000.0,3.0,La Soukra,"a vendre à la soukra, résidence r+2 nouvellement construite, remise des clés mars 2025.appartement neuf élégant jamais habité, s+2, superficie total 99 m² (surface hors oeuvres 82.5 m²).revêtements et équipements de qualité.climatiseur split dans chaque pièce.prix de place de parking au sous sol 25 md.pour visite, contactez ramzi trabelsi au 29206480, re/max welcome agence immobilière à la soukra."
Ariana,210000.0,4.0,Sidi Thabet,il y'a 4 lots de coins à vendre à sidi thabet chorfech 2- les superficie : 222m2 / 252m2 / 262m2 / 4456m2prix 210dt /m2titre bleueau et électricitépour plus d'information contactéz num 26060353appelez-nous simplement sur whatsapp :
Tunis,240000.0,1.0,La Goulette,"studio à vendre - la gaulette,  avenue habib bourguibaréférence : pa-0290surface : 45 m²prix : 240 milles dinarstéléphone et whatsapp : +216.29.971.100 / +216.25.28.75.28paradis immobilier vous propose ce charmant studio idéalement situé en face du kiosque agil à la gaulette. offrant un cadre calme et pratique, ce bien est parfait pour un investissement ou une résidence. contactez-nous dès maintenant pour plus dinformations !"
Ariana,260000.0,3.0,Cite Ennasr,"la rosa immobilière  vous propose en vente un bel appartement s+2 situé au 7ème étage dans une résidence gardée et sécurisée équipée de double ascenseur à cité ennasr à côté de la poste   et proche de toutes commodités.il est composé de :* un salon avec balcon* 2 chambres à coucher.* une salle de bain* cuisine* climatiseurs- superficie : 75 m2 net et 90m2 avec les parties communes.- papiers en règle : titre bleu.prix de vente 260  mille dinars ( légèrement négociable)bel emplacement au coeur de la cité ennasr proches des écoles, cliniques, surfaces commerciaux, etc. ..profitez de cet bel offre et n'hésitez pas de nous contacter : tel 23367974/ watts 50 226 311"
Tunis,650000.0,4.0,Jardins de Carthage,zm4381les jardins de carthagea vendre un appartement s3 haut standing d'une superficie de 162m2 situé dans une résidence bien gardée et sécurisé.opportunité idéale d'investissement ou habitationil se compose de :un spacieux salon donnant sur un balconune cuisine aménagée et équipéeune salle d'eau invitésune suite parentaledeux chambres à coucherune salle de bainune place parking sous soldeux celliersc'est le moment d'investirpour plus dinformations veuillez nous contacter 216 29 657 571 ou whatsapp
Tunis,190000.0,2.0,El Aouina,"notre agence le palais immobilièremet à vendre  un appartement  s+1  haut standing jamais habité  au 3éme étage  dans une résidence gardée et  sécurisésitué à :cité wahatcomposé de :saloncuisine  équipée avec séchoirchambre a coucherhall avec placardsalle d'eau avec douchel' appartement  est équipée par :chauffage centralprix de vente  : 190.000mdsuperficie : 58m²si vous êtes intéressés, veuillez nous contacter pour plus d'info sur 27726768/28341012réf:00801082"
Ariana,415000.0,3.0,Cite Ennasr 2,"l'agence krout immo mets à votre disposition un bel appartement de haut standing pour la vente, vous trouverez ci-dessous quelques caractéristiques :emplacement : ennasr 2 proche de slim school et proche de toute les commoditéstype : s2superficie : 120 m²etage : 4eme étage avec ascenseurpapier : contratetat : résidence nouvelle et securiséprix de vente : 415 mdplus dinformations contacter :96 851 94753 851 947nb : frais de visite 30dt ( vous bénéficierez de deux autres visites gratuites)"
Manouba,210000.0,3.0,La Mannouba,"la méditerranée immobilière bardo vous propose à la vente un appartement s3 niché au quatrième étage avec ascenseur dans une résidence sécurisée et proche de toutes les commodités à manouba . l'appartement se compose d'un salon spacieux et lumineux, prolongé par un balcon privé, parfait pour vos moments de détente en plein air, la cuisine aménagée, avec son accès à un séchoir, est certainement pratique au quotidien, trois chambres à coucher dont deux avec placard, et d'une salle de bain à l'italienne. pour compléter ce cadre de vie, l'appartement est équipé du chauffage central, de deux climatiseurs et d'une place de parking en sous-sol avec commande sans fil."
Tunis,260000.0,2.0,Le Bardo,"la méditerranée immobilière bardo vous propose à la vente un appartement s+2 situé au rez de chaussée dans une résidence sécurisée au bardo.cet appartement dispose d'un salon spacieux avec une porte fenêtre ouverte sur un balcon.une cuisine équipée et aménagée par une plaque chauffante, un four électrique, une hotte aspirante et des éléments de rangements. elle est complétée par un séchoir.deux chambres à coucher ainsi qu'une salle de bain commune.chauffage central et climatisation en split ainsi qu'une place de parking au sous sol et un cellier."
Ariana,2700000.0,3.0,Jardins d'el Menzah,"a vendre un appartement s2 situé jardin d'el menzah1 bien entretenu mais sans ascenseuril se compose-d'un spacieux salon salle à manger agréable avec balcon-deux grandes chambres à coucher-salle deau-salle de bain-cuisine avec grand séchoirun accès rapide aux commerces de proximité pour vos besoins du quotidiensitué à quelques minutes des axes routiers principaux, idéal pour vos déplacements-une place de parking est à dispositioncet appartement est parfait pour un premier achat ou un investissement.envie d'en savoir pluspour planifier une visite contactez nous au 98271714"
Ariana,330000.0,1.0,Chotrana 1,"fb.6862contacter notre conseiller en immobilier au 58173586 / 56096176 / 70727279a vendre un très joli et coquette appartement s+1 à chotrana 1, dans une belle résidence r+2 situe au rez-de-chaussée, lendroit très calme et sécurisée, il se compose dun salon avec grand terrasse de 27 m2, décoré avec des plantes et arbustes, petit dressing au couloir , chambre à coucher avec un dressing ouvert sur le terrasse ,cuisine équipée et agencée avec 2 fours électriques (grand et petit modèle), plaque électriques, machine à laver lg 10,5 kg, et un grand frigo lg 500 l),plus douche avec cabine ,il est équipé avec chauffage centrale et 2 climatiseurs split ,caméra de surveillance, vidéophone, alarme, vdsl préinstallé, aussi place de parking au sous sol disponible .agence immobilière ari."
Tunis,165000.0,3.0,Hedi Chaker,a vendre un apparament 3 pieceines cuisine douche 3 eme étage sans ascenseur lafayette place jean d arc belvedere a 165md avec titre blue tel 98200723
Ariana,210000.0,1.0,Chorfech 2,"a vendre, à chorfech 2,  dune superficie de 222 m2 , à 10 minutes de géant et 25 minute à centre ville tuneseau et l'électricité sont disponiblepour plus dinformations, merci de nous contacter sur whatsapp au 26060353"
Ariana,210000.0,1.0,Chorfech 2,"a vendre, à chorfech 2,  dune superficie de 222 m2 , à 10 minutes de géant et 25 minute à centre ville tuneseau et l'électricité sont disponiblepour plus dinformations, merci de nous contacter sur whatsapp au 26060353"
Ariana,165000.0,2.0,Cite Ennasr 2,studio s+1 / ennasr 2on met à votre disposition pour vente un joli studio de 40 mètres carrés s+1 situé au 7 ème étage d'une résidence sécurisée avec ascenseur à ennasr 2.titre foncier individuelfrais de visite 20dtprix de vente 165mdpour plus d'informations veuillez contacter votre conseiller sur le 50 716 046
Ariana,220000.0,3.0,Cite Ennasr 1,"a vendre un appartement s+2 avec titre foncier individuel, dune superficie nette de 96 m² de moyen standing à ennasr 1 situé au 3ème étage dune résidence sans ascenseur, proche de toutes commodités.lappartement est composé de :un salon salle à manger2 chambres à coucherune cuisine.1 salle de bain1 séchoirune terrasse.chauffage central et placardsfrais de visite 20dtprix de vente 220 milles dinarspour plus de renseignements, merci de contacter notre agence sz immo au 50 716 046"
Tunis,120000.0,3.0,Bab Menara,un appartement s 2 a beb mnara nahj boukhris 90 mètres se compose d'une salon 2 chambres a coucher cuisine et salle de bain
Tunis,140000.0,3.0,Cite Ezzouhour,"a vendre , cité ezzouhour 3 ( tunis) :bel appartement s+2 au 1er étage,2 chambres à coucher,salon, salle à manger,kitchenette, salle de bain ,salle deau, un bon voisinage.proximité magasin général (mg maxi), marché, école primaire, collège, aziza5 min station métro bardoprix légèrement négociabletel : 95 495 548"
Ariana,160000.0,4.0,Cite Ennour Jaafar,appartement s+3 en 2eme etage à residence samar route de raouedprix:160000dttel:26891618
Tunis,250000.0,2.0,El Aouina,"gold carthage immobilière met à votre disposition unappartement s+1 direct promoteur situé à l'aouina(citè des palmerais) dans un bon emplacement.cet appartement fait 67m² et il est composé d'un salon avec balcon, une chambre à coucher, une kitchenette.et une salle d'eau avec cabine de douchel'appartement est à proximité des commodités.prix=250mdplace de parking=25md non incluse au prix"
Tunis,370000.0,3.0,El Aouina,a  l ' aouina  par  l ' avenue  du parc  et  a 5mn de route  marsa - a vendre appt  spacieux  (  s2  )  105m2   au 2ème étage  le dernier étage ( résidence  r2  ) - tf  -  cuisine équipée - des dresings - ht standing - 4 climatiseurs - ch.central - abri de voiture - résidence gardée  aussi  avec des caméras - zone trés calme  et accécible - - pour visite  tél : 53999911
Ariana,170000.0,2.0,Cite Ennasr 2,"- on met à la vente un appartement s+1 neuf haut standing d'une superficie totale de 40m² situé au 1ér étage avec double ascenseurs dans une résidence récente calme et sécurisée à ennasr 2 hedi nouira.- son orientation est optimale. il est très lumineux et ensoleillé.- il se compose d'un salon avec balcon, d'une cuisine agencée et équipée, d'une chambre à coucher avec un dressing et d'une salle d'eau avec cabine de douche.- chauffage central et climatisation en split sont à la disposition.- papier et titre bleu en règle.pour plus d'information veuillez contacter votre conseiller sur le 58 668 568 / 71 232 911."
Manouba,315000.0,4.0,La Mannouba,"a vendre appartement s+3 salons plus trois chambres neuf à manouba ville 99425253- premier étage situé- un cartier calme près de toutes les commodités- résidence el khalil manouba en face du terminus bus métro slimen kahia- ascenseur- cuisine installée équipée- chaudière mixte roca toute neuve- chauffage central- thermostat d'ambiance (commander la température interne)- 2 chambres avec placards, 1 chambre dressing installé- emplacements climatiseurs préinstallé- salon marbré- porte d'entrée en bois noble- résidence gardiennée jour et nuit- place de parking réservée pour l'appartement avec abri de voiture- centre commercial et médical dans la même résidence- centre médical a côté toutes les spécialités- pharmacie en face- 3 mosquées à quelques minutes- 3 écoles primaires à coté- lycée secondaire manouba à 250 mètres- a deux stations de métro du campus universitaire de manouba- disponible tout de suite- prix légèrement négociable- me contacter sur 99425253"
Tunis,360000.0,3.0,Ain Zaghouan,"agence immobilière le carrée 9 vous propose à la vente un appartement s+2  dune superficie de 103m² situé au 2ème étage dune résidence gardée et sécurisé à ain zaghouan nord.cet appartement ce compose dun salon, une salle à manger qui donnent sur un balcon, une cuisine équipée avec un séchoir, deux chambres à coucher dont une avec placard et une salle de bain commune.il est équipé de chauffage central, de la climatisation en split, un grand placard et dune place de parking au sous- sol.superficie avec la partie commune : 103m²superficie couverte est de 94m².dossier juridique et en règle avec un titre foncier.pour plus d'informations veuillez nous contacter au 28177388 ou 3219610"
Tunis,235000.0,1.0,El Aouina,"fb.6889contacter notre conseiller en immobilier au 58173586 / 56096179 / 70727279a vendre un appartement s+1 au 5eme etage , il se compose dun salon avec grand terrasse plus un grand dressing , une cuisine avec séchoir , une chambre à coucher avec terrasse et une salle de douche avec cabine . lappartement est équipé avec chauffage central et climatiseur.agence immobilière ari."
Tunis,357000.0,3.0,El Aouina,"gold carthage immobilière met à votre disposition unappartement s+2 direct promoteur situé à l'aouina(cité des palmerais)dans un bon emplacement.cet appartement fait 101m²,il est composé d'un salon avec balcon, deux,chambres à coucher, une cuisine équipéeet une salle d'eau avec cabine de douchel'appartement est à proximité des commoditésprix=357mdplace de parking=25md non incluse au prix"
Ariana,145000.0,3.0,Ariana Essoughra,"à vendre : appartement s+2découvrez cet appartement lumineux et bien situé, offrant confort et sécurité :situé au 4 étage, sans vis-à-vis, offrant une excellente orientation est/sud pour un maximum de lumière naturelle.5 minutes du technopole ghazala (esprit, sesame ...)-75 m² de surface nette habitable- 2 chambres à coucher spacieuses.-salon agréable avec un balcon ensoleillé.-cuisine équipée avec placards intégrés, accompagnée dun séchoir.-salle de bain fonctionnelle avec chauffe-eau déjà installé dans le séchoir.-place de parking privée avec porte électrique.résidence sécurisée 24h/24 : gardiens et des caméras de surveillance.prix : 145 000 dt (légèrement négociable).num: 21 645 287whatsapp: 00216 21 645 287"
Ariana,145000.0,3.0,Cite Ennour Jaafar,"à vendre : appartement s+2découvrez cet appartement lumineux et bien situé, offrant confort et sécurité :situé au 4 étage, sans vis-à-vis, offrant une excellente orientation est/sud pour un maximum de lumière naturelle.5 minutes du technopole ghazala (esprit, sesame ...)-75 m² de surface nette habitable- 2 chambres à coucher spacieuses.-salon agréable avec un balcon ensoleillé.-cuisine équipée avec placards intégrés, accompagnée dun séchoir.-salle de bain fonctionnelle avec chauffe-eau déjà installé dans le séchoir.-place de parking privée avec porte électrique.résidence sécurisée 24h/24 : gardiens et des caméras de surveillance.prix : 145 000 dt (légèrement négociable).num: 21 645 287whatsapp: 00216 21 645 287"
Tunis,240000.0,2.0,El Aouina,a vendreappartement s+1 à cité les palmeraiessuperficie: 97 m²etage: 1er étage avec ascenseurannée de construction: 2011composition:salon avec balconcuisine aménagé avec séchoirchambre à couchersalle de bainclimatiseurchauffage centralplace de parking sous-solprix 240.000dt
Tunis,580000.0,4.0,Cite Erriadh,"à vendreappartement s3 à la marsaemplacement : cité erriadh.année construction : 2016superficie : 160 m²étage :1er étage avec ascenseurcomposition :salon avec terrassesalle d'eau invitéscuisine équipéepartie nuit :une suite parentale avec dressing et salle de douchedeux chambres à coucher avec dressing.salle de bain.climatisation split systèmechauffage central2 place parking sous solcellier : 80 m²prix : 580.000 dt.#réf: ma 05/ 24pour plus d'informations, veuillez contacter le 28 148 988 / 29343017#immoland #lamarsa"
Tunis,249000.0,1.0,El Aouina,"agence immobilière le carré 9 vous propose à la vente un appartement s+1 direct promoteur dune superficie de 67m² situé au 1er étage dune nouvelle résidence r+5 en cours de construction à laouina.lappartement se compose dun salon une cuisine ouverte équipée, dune chambre à coucher avec dressing et une salle de douche.on trouve la même superficie du 1er au 5ème étage.il dispose aussi dautres appartements de différentes superficies au rdc : 68m² à 269000dt, 74m² à 285000dt et 76m² à 303000dt.dautres appartements sont disponibles de 80m² de 2ème au 5ème étage à 341000dt et de 82m² au 1er étage à 353000dt qui logent un salon avec un balcon, une cuisine séparée équipée avec un séchoir, une chambre à coucher avec dressing et une salle de douche.les appartements sont équipés de chauffage central et de la climatisation en split.place de parking au sous-sol sera disponible à 25000dt.remise des clés début 2025.pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610."
Tunis,357000.0,3.0,El Aouina,"agence immobilière le carré 9 vous propose à la vente un appartement s+2 direct promoteur dune superficie de 99m² situé au 1er étage dune résidence r+5 en cours de construction à laouina.lappartement contient un salon, une cuisine ouverte, deux chambres à coucher avec dressings et une salle de bain commune.on trouve dautres appartements s+2 de superficies de  122m² et 136m² qui logent un salon qui donne sur un balcon, une cuisine avec un séchoir, une suite parentale avec sa salle de douche,  une chambre à coucher et une salle de bain commune.les 122m² sont disponibles du 1er au 4ème étage à  427000dt et les s+2 de 136m² sont disponibles du 2ème au 5ème étage à  477000dt.les appartements sont équipés de chauffage central et de la climatisation en split.place de parking au sous-sol sera disponible à 25000dt.remise des clés début 2025.pour plus d'informations veuillez nous contacter au 28177388 ou 23219610."
Tunis,277000.0,2.0,Ain Zaghouan,"la croisette immobilière tunisie vous propose à la vente un appartement s+1 occupant le rez-de-chaussée dune résidence gardée à la nouvelle soukra, à ain zaghouan.ce dernier fait 77 mètres carrés et se compose d'un grand salon, d'une cuisine aménagée et équipée, d'une chambre à coucher avec placard attenante à une terrasse et dune salle d'eau avec douche.l'appartement est équipé du chauffage central et de climatiseurs.référence mav1783"
Ariana,125000.0,3.0,Ariana,a vendre appartement s+2 à cité ennozha ariana 3 eme etage déjà louer 600 dt .tel :21020358
Tunis,570000.0,3.0,Ain Zaghouan,"fb.6759contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279.a vendre un appartement s+3 au 1ére étage avec ascenseur dans une résidence bien sécurisée et bien gardée .il se compose dun salon avec balcon , cuisine bien équipée avec séchoir et un suite parentale avec terrasse avec 2 chambres à coucher , plus salle de bain et salle deau. lappartement est installé dun chauffage centrale et climatiseur .aussi place parking sous sol .agence immobilière ari."
Tunis,520000.0,2.0,Jardins de Carthage,"fb.6078contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279.à vendre un appartement s+2 haut standing jamais habitée situé au 1ère étage dans une residence de luxe a jardins de carthage ,il se compose dun salon avec balcon aménagé , 2 chambres à coucher spacieuses dont une avec dressing ,et salle de douche avec cabine .lappartement bénéficie dune double orientation .aussi la residence avec piscines , salle de sport et salle de jeux pour les enfants . place de parking sous sol disponible .agence immobilière ari."
Tunis,255000.0,3.0,Berge Du Lac,on vous propose à la vente au lac 1 un appartement s2 bénéficiant d'une vue sur lacl'appartement se compose-dun hall qui distribue une cuisine donnant sur un séchoir-un grand salon donnant sur un balcon vue dégagée sur lac-deux chambres à coucher-une salle de bain-une salle deaulappartement fait 79m² de superficie nette hors partie commune et balcon.lappartement nécessite un rafraichissement et une miseà niveau.pour plus de détails veuillez nous appeler  au 98 271 714nos visites sont gratuites
Tunis,380000.0,1.0,Jardins de Carthage,"appartement s+2 situé dans une résidence sécurisée et calme aux jardins de carthage. un salon spacieux avec un balcon. une cuisine équipée par une plaque chauffante, un four électrique et une hotte aspirante. deux chambres à coucher partageant une salle de bain commune. chauffage central et climatisation sont fonctionnels. une place de parking au sous sol est disponibles"
Tunis,335000.0,2.0,Jardins de Carthage,"les jardins de carthageà vendre un appartement s+1, superficie 73m².résidence r+4, double ascenseur, 1er étage.idéal pour les investisseurs possibilité de vendre meublé.contactez re/max welcome 29206480, la soukra ramzi trabelsi"
